Name;element_cycle;pH_preference;real_5;;
Desulfobacca;C, S;unknown;out;;
Desulfobacca acetoxidans;C, S;unknown;out;;
Desulfobacterium;S;unknown;out;;
Desulfobulbus;C, S;unknown;out;;
Desulfofarcimen;C, S;unknown;out;;
Desulfofarcimen acetoxidans;C, S;unknown;out;;
Desulfoglaeba;C, S;unknown;out;;
Desulfoglaeba alkanexedens;C, S;unknown;out;;
Desulfolutivibrio;S;unknown;out;;
Desulfolutivibrio sulfoxidireducens;S;unknown;out;;
Desulfomicrobium;S;unknown;out;;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/desulfomicrobium
Desulfosarcina;S;unknown;out;;
Desulfoscipio gibsoniae;S;unknown;out;;
Desulfosporosinus;S;acidic?;1;;
Desulfosporosinus acidiphilus;S;acidic?;1;;
Desulfosporosinus meridiei;S;acidic?;1;;
Desulfosporosinus orientis;S;acidic?;1;;
Desulfovibrio;C, S;unknown;out;;https://www.spektrum.de/lexikon/biologie-kompakt/desulfovibrio/2993
Desulfuromonas;S;unknown;out;;
Desulfuromonas soudanensis;S;unknown;out;;
Desulfuromonas sp. DDH964;S;unknown;out;;
Devosia;N;neutral to alkaline;4;;
Devosia beringensis;N;neutral to alkaline;4;;
Devosia ginsengisoli;N;neutral to alkaline;4;;
Devosia oryziradicis;N;neutral to alkaline;4;;
Devosia rhizoryzae;N;neutral to alkaline;4;;
Devosia sp. 1566;N;neutral to alkaline;4;;
Devosia sp. A16;N;neutral to alkaline;4;;
Devosia sp. MC521;N;neutral to alkaline;4;;
Diaphorobacter;C;neutral;3;;
Diaphorobacter aerolatus;C;neutral;3;;
Diaphorobacter ruginosibacter;C;neutral;3;;
Diaphorobacter sp. HDW4A;C;neutral;3;;
Diaphorobacter sp. HDW4B;C;neutral;3;;
Diaphorobacter sp. JS3051;C;neutral;3;;
Dickeya;unknown;unknown;out;;
Dietzia;unknown;unknown;out;;
Dokdonella;unknown;unknown;out;;
Dokdonella koreensis;unknown;unknown;out;;
Dolichospermum;N;unknown;out;;
Dolichospermum sp. DET69;N;unknown;out;;
Dolichospermum sp. UHCC 0315A;N;unknown;out;;
Dolosigranulum;contaminant;contaminant;out;;https://de.wikipedia.org/wiki/Dolosigranulum_pigrum
Dolosigranulum pigrum;contaminant;contaminant;out;;
Duganella;C;slightly acidic to neutral;2;;
Duganella dendranthematis;C;slightly acidic to neutral;2;;
Dyadobacter;C;unknown;out;;
Dyella;unknown;unknown;out;;
Dyella thiooxydans;C, S;unknown;out;;
Echinicola;unknown;unknown;out;;
Ectothiorhodospira;unknown;unknown;out;;
Ectothiorhodospiraceae bacterium 2226;unknown;unknown;out;;
Edaphobacter;C;acidic;1;;
Edaphobacter sp. 12200R-103;C;acidic;1;;
Eggerthella;contaminant;contaminant;out;;https://en.wikipedia.org/wiki/Eggerthella
Egibacter;C;slightly alkaline;4;;
Egibacter rhizosphaerae;C;slightly alkaline;4;;
Elizabethkingia;unknown;unknown;out;;
Empedobacter;contaminant;contaminant;out;;https://link.springer.com/referenceworkentry/10.1007/0-387-30747-8_24
Ensifer;N;unknown;out;;
Ensifer adhaerens;N;unknown;out;;
Ensifer sp. PDNC004;N;unknown;out;;
Enterobacter;C;unknown;out;;
Enterococcus;NA;unknown;out;;
Enterococcus cecorum;NA;unknown;out;;
Epilithonimonas;unknown;unknown;out;;
Epilithonimonas vandammei;unknown;unknown;out;;
Ereboglobus;contaminant;contaminant;out;;https://pubmed.ncbi.nlm.nih.gov/29295750/
Ereboglobus luteus;contaminant;contaminant;out;;
Erwinia;C;unknown;out;;
Erythrobacter;C;unknown;out;;
Escherichia;NA;unknown;out;;
Escherichia coli;NA;unknown;out;;
Exiguobacterium;C, N;neutral;3;;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/exiguobacterium
Faecalibacterium;contaminant;contaminant;out;;
Ferrigenium;Fe;slightly acidic;2;;
Ferrigenium kumadai;Fe;slightly acidic;2;;
Ferriphaselus;Fe;neutral;3;;
Ferriphaselus amnicola;Fe;neutral;3;;
Ferrovibrio;Fe;slightly acidic to slightly alkaline;3;;
Ferrovibrio terrae;Fe;slightly acidic to slightly alkaline;3;;
Ferrovum;Fe;acidic;1;;
Ferrovum myxofaciens;Fe;acidic;1;;
Filomicrobium;unknown;unknown;out;;
Filomicrobium sp.;unknown;unknown;out;;
Finegoldia;contaminant;contaminant;out;;
Finegoldia magna;contaminant;contaminant;out;;
Flavobacteriales bacterium;C;acidic to slightly alkaline;2;;
Flavobacterium;C;acidic to slightly alkaline;2;;
Flavobacterium branchiophilum;C;acidic to slightly alkaline;2;;
Flavobacterium commune;C;acidic to slightly alkaline;2;;
Flavobacterium crassostreae;C;acidic to slightly alkaline;2;;
Flavobacterium faecale;C;acidic to slightly alkaline;2;;
Flavobacterium gilvum;C;acidic to slightly alkaline;2;;
Flavobacterium nackdongense;C;acidic to slightly alkaline;2;;
Flavobacterium psychrophilum;C;acidic to slightly alkaline;2;;
Flavobacterium sangjuense;C;acidic to slightly alkaline;2;;
Flavobacterium sp.;C;acidic to slightly alkaline;2;;
Flavobacterium sp. 140616W15;C;acidic to slightly alkaline;2;;
Flavobacterium sp. CLA17;C;acidic to slightly alkaline;2;;
Flavobacterium sp. KBS0721;C;acidic to slightly alkaline;2;;
Flavobacterium sp. M31R6;C;acidic to slightly alkaline;2;;
Flavobacterium sp. MDT1-60;C;acidic to slightly alkaline;2;;
Flavobacterium sp. SLB02;C;acidic to slightly alkaline;2;;
Flavobacterium sp. Sr18;C;acidic to slightly alkaline;2;;
Fluviibacter;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/fluviibacter
Fluviibacter phosphoraccumulans;aquatic;aquatic;out;;
Fluviicola;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/fluviicola
Fluviicola taffensis;aquatic;aquatic;out;;
Frankia;N;unknown;out;;
Frankia inefficax;N;unknown;out;;
Frateuria;K;acidic?;1;;
Friedmanniella;unknown;unknown;out;;
Friedmanniella luteola;unknown;unknown;out;;
Frigidibacter mobilis;unknown;unknown;out;;
Frigoriglobus;C;acidic;1;;
Frigoriglobus tundricola;C;acidic;1;;
Fusobacterium;contaminant;contaminant;out;;https://flexikon.doccheck.com/de/Fusobacterium
Gallionella;Fe;slightly acidic;2;;
Gallionella capsiferriformans;Fe;slightly acidic;2;;
gamma proteobacterium SS-5;contaminant;contaminant;out;;
Gammaproteobacteria bacterium;contaminant;contaminant;out;;
Gardnerella;contaminant;contaminant;out;;
Gardnerella vaginalis;contaminant;contaminant;out;;
Gemmata;aquatic;aquatic;out;;https://microbewiki.kenyon.edu/index.php/Gemmata
Gemmata obscuriglobus;aquatic;aquatic;out;;
Gemmata sp. SH-PL17;aquatic;aquatic;out;;
Gemmatimonas;contaminant;contaminant;out;;
Gemmatimonas aurantiaca;contaminant;contaminant;out;;
Gemmatimonas groenlandica;contaminant;contaminant;out;;
Gemmatimonas phototrophica;contaminant;contaminant;out;;
Gemmatirosa;unknown;slightly acidic;2;;
Gemmatirosa kalamazoonensis;unknown;slightly acidic;2;;
Gemmobacter;unknown;unknown;;;
Geoalkalibacter;unknown;alkaline;5;;
Geobacillus;unknown;unknown;out;;
Geobacter;Fe;acidic;1;;
Geobacter benzoatilyticus;Fe;acidic;1;;
Geobacter sp. FeAm09;Fe;acidic;1;;
Geobacter sp. SVR;Fe;acidic;1;;
Geodermatophilaceae bacterium NBWT11;unknown;unknown;out;;
Geodermatophilus;unknown;unknown;out;;
Geodermatophilus obscurus;unknown;unknown;out;;
Georgenia;unknown;unknown;out;;
Georhizobium;aquatic;aquatic;out;;https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003766
Georhizobium profundi;aquatic;aquatic;out;;
Geotalea uraniireducens;Fe, As;unknown;out;;https://en.wikipedia.org/wiki/Geobacter_uraniireducens
Gimesia;aquatic;aquatic;out;;https://en.wikipedia.org/wiki/Gimesia
Glaciihabitans;unknown;unknown;out;;
Glaciihabitans sp. INWT7;unknown;unknown;out;;
Glaciimonas;unknown;neutral;3;;
Glaciimonas sp. PAMC28666;unknown;neutral;3;;
Gloeobacter;aquatic;aquatic;out;;https://de.wikipedia.org/wiki/Gloeobacter
Glutamicibacter;unknown;unknown;out;;
Gordonia;C;unknown;out;;
Gordonia polyisoprenivorans;C;unknown;out;;
Granulibacter;C;slightly acidic;2;;https://de.wikipedia.org/wiki/Granulibacter_bethesdensis
Granulibacter bethesdensis;C;slightly acidic;2;;
Granulicella;C;acidic;1;;
Granulicella mallensis;C;acidic;1;;
Granulicella sp. 5B5;C;acidic;1;;
Granulicella sp. WH15;C;acidic;1;;
Guyparkeria;unknown;unknown;out;;
Guyparkeria halophila;unknown;unknown;out;;
Haematobacter;contaminant;contaminant;out;;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1865840/
Haematobacter massiliensis;contaminant;contaminant;out;;
Haemophilus;unknown;unknown;out;;
Haemophilus parainfluenzae;unknown;unknown;out;;
Haliangium;unknown;unknown;out;;
Haliangium ochraceum;unknown;unknown;out;;
Halioglobus;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/halioglobus
Haliscomenobacter;aquatic;aquatic;out;;https://www.spektrum.de/lexikon/biologie/haliscomenobacter/30337
Haliscomenobacter hydrossis;aquatic;aquatic;out;;
Halomonas;unknown;neutral;3;;
Halorhodospira;unknown;unknown;out;;
Halothiobacillus;C, S;unknown;out;;
Hankyongella;aquatic;aquatic;out;;https://link.springer.com/article/10.1007/s10482-020-01385-7
Hankyongella ginsenosidimutans;aquatic;aquatic;out;;
Hartmannibacter;N, P;unknown;out;;https://pubmed.ncbi.nlm.nih.gov/24961682/
Hartmannibacter diazotrophicus;N, P;unknown;out;;
Herbaspirillum;N;slightly acidic to neutral;2;;
Herbaspirillum frisingense;unknown;slightly acidic to neutral;2;;
Herbaspirillum hiltneri;unknown;slightly acidic to neutral;2;;
Herbaspirillum huttiense;unknown;slightly acidic to neutral;2;;
Herbaspirillum robiniae;unknown;slightly acidic to neutral;2;;
Herbaspirillum rubrisubalbicans;unknown;slightly acidic to neutral;2;;
Herbaspirillum seropedicae;unknown;slightly acidic to neutral;2;;
Herbaspirillum sp. meg3;unknown;slightly acidic to neutral;2;;
Herminiimonas;As;slightly acidic to slightly alkaline;3;;
Herminiimonas arsenicoxydans;As;slightly acidic to slightly alkaline;3;;
Herminiimonas arsenitoxidans;As;slightly acidic to slightly alkaline;3;;
Hoeflea;C;neutral;3;;
Hoeflea sp. IMCC20628;C;neutral;3;;
Holophagales bacterium;unknown;unknown;out;;
Humisphaera;unknown;unknown;out;;
Humisphaera borealis;unknown;unknown;out;;
Hydrogenophaga;C, Mo;acidic to alkaline;out;;
Hydrogenophaga crassostreae;C, Mo;acidic to alkaline;out;;
Hydrogenophaga crocea;C, Mo;acidic to alkaline;out;;
Hydrogenophaga pseudoflava;C, Mo;acidic to alkaline;out;;
Hydrogenophaga sp. BPS33;C, Mo;acidic to alkaline;out;;
Hydrogenophaga sp. NH-16;C, Mo;acidic to alkaline;out;;
Hydrogenophaga sp. PAMC20947;C, Mo;acidic to alkaline;out;;
Hydrogenophaga sp. PBC;C, Mo;acidic to alkaline;out;;
Hydrogenophaga sp. PBL-H3;C, Mo;acidic to alkaline;out;;
Hydrogenophaga sp. RAC07;C, Mo;acidic to alkaline;out;;
Hydrogenophaga sp. YM1;C, Mo;acidic to alkaline;out;;
Hydrogenophilus;C;unknown;out;;
Hydrogenophilus thermoluteolus;unknown;unknown;out;;
Hylemonella;C, N, Mo;neutral;3;;
Hylemonella gracilis;C, N, Mo;neutral;3;;
Hymenobacter;unknown;neutral;3;;
Hymenobacter nivis;unknown;neutral;3;;
Hymenobacter sedentarius;unknown;neutral;3;;
Hymenobacter sp. APR13;unknown;neutral;3;;
Hymenobacter sp. PAMC 26628;unknown;neutral;3;;
Hypericibacter;PGPB;neutral;3;;
Hypericibacter adhaerens;PGPB;neutral;3;;
Hypericibacter terrae;PGPB;neutral;3;;
Hyphomicrobium;unknown;neutral;3;;
Hyphomicrobium denitrificans;N;neutral;3;;
Hyphomicrobium nitrativorans;N;neutral;3;;
Hyphomicrobium sp. ghe19;unknown;neutral;3;;
Hyphomicrobium sp. MC1;unknown;neutral;3;;
Hyphomonas;unknown;unknown;out;;
Hyphomonas sp.;unknown;unknown;out;;
Ignavibacteriae bacterium;unknown;unknown;out;;
Ilumatobacter;unknown;unknown;out;;
Ilumatobacter coccineus;unknown;unknown;out;;
Immundisolibacter;C;unknown;out;;
Immundisolibacter cernigliae;C;unknown;out;;
Indioceanicola;aquatic;aquatic;out;;https://bacdive.dsmz.de/strain/158434
Indioceanicola profundi;aquatic;aquatic;out;;
Inhella;aquatic;aquatic;out;;https://bacdive.dsmz.de/strain/17957
Inhella inkyongensis;aquatic;aquatic;out;;
Iodobacter;unknown;acidic to alkaline;out;;
Iodobacter fluviatilis;unknown;acidic to alkaline;out;;
Janibacter;unknown;unknown;out;;
Janibacter limosus;unknown;neutral;3;;
Jannaschia;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/jannaschia
Janthinobacterium;C;acidic to neutral;2;;
Janthinobacterium agaricidamnosum;C;acidic to neutral;2;;
Janthinobacterium lividum;C;acidic to neutral;2;;
Janthinobacterium sp. 1_2014MBL_MicDiv;C;acidic to neutral;2;;
Janthinobacterium sp. 17J80-10;C;acidic to neutral;2;;
Janthinobacterium sp. B9-8;C;acidic to neutral;2;;
Janthinobacterium sp. LM6;C;acidic to neutral;2;;
Janthinobacterium sp. Marseille;C;acidic to neutral;2;;
Janthinobacterium svalbardensis;C;acidic to neutral;2;;
Janthinobacterium tructae;C;acidic to neutral;2;;
Jeongeupia;C;neutral to slightly alkaline;4;;
Jeongeupia sp. HS-3;C;neutral to slightly alkaline;4;;
Jeongeupia sp. USM3;C;neutral to slightly alkaline;4;;
Jeotgalicoccus;C;slightly alkaline;4;;https://de.wikipedia.org/wiki/Jeotgalicoccus
Jiangella;unknown;unknown;out;;
Kaistella;unknown;unknown;out;;
Kaistia;unknown;neutral to slightly alkaline;4;;
Kaistia sp. 32K;unknown;neutral to slightly alkaline;4;;
Kaustia mangrovi;contaminant;contaminant;out;;https://pubmed.ncbi.nlm.nih.gov/33999795/
Kibdelosporangium;unknown;neutral;3;;
Kingella;contaminant;contaminant;out;;https://www.spektrum.de/lexikon/biologie/kingella/36128
Kinneretia;C;neutral;3;;
Kinneretia sp. DAIF2;C;neutral;3;;
Kitasatospora;unknown;unknown;out;;
Klebsiella;C;neutral;3;;
Kocuria;unknown;neutral;3;;
Kocuria palustris;unknown;neutral;3;;
Kocuria rhizophila;unknown;neutral;3;;
Kocuria rosea;unknown;neutral;3;;
Komagataeibacter;C;slightly acidic;2;;
Kordiimonadales bacterium IMCC3096;unknown;unknown;out;;
Kosakonia;PGPB;unknown;out;;https://www.nature.com/articles/s41598-020-58689-x
Kribbella;C, N;neutral to slightly alkaline;4;;
Ktedonobacteria bacterium brp13;C;acidic;1;;
Kushneria;unknown;unknown;out;;
Kutzneria;unknown;unknown;out;;
Kytococcus;aquatic;unknown;out;;https://en.wikipedia.org/wiki/Kytococcus_sedentarius
Kytococcus sedentarius;aquatic;unknown;out;;
Labilithrix;C;slightly acidic to slightly alkaline;3;;
Labilithrix luteola;C;slightly acidic to slightly alkaline;3;;
Labrenzia;aquatic;aquatic;out;;https://www.nature.com/articles/s41429-019-0192-x
Labrys;PGPB;neutral;3;;
Labrys sp. KNU-23;PGPB;neutral;3;;
Lacibacter;unknown;neutral to slightly alkaline;4;;
Lacibacter sp. S13-6-6;unknown;neutral to slightly alkaline;4;;
Lacipirellula;contaminant;contaminant;out;;
Lacipirellula limnantheis;contaminant;contaminant;out;;
Lacipirellula parvula;contaminant;contaminant;out;;
Lactobacillus;C;slightly acidic;2;;
Lactobacillus crispatus;C;slightly acidic;2;;
Lactococcus;C;slightly acidic;2;;
Lactococcus cremoris;C;slightly acidic;2;;
Lactococcus lactis;C;slightly acidic;2;;
Lacunisphaera;aquatic;aquatic;out;;https://bacdive.dsmz.de/strain/140338
Lacunisphaera limnophila;aquatic;aquatic;out;;
Laribacter;contaminant;contaminant;out;;https://en.wikipedia.org/wiki/Laribacter_hongkongensis
Laribacter hongkongensis;contaminant;contaminant;out;;
Latilactobacillus;NA;neutral;3;;
Latilactobacillus curvatus;NA;neutral;3;;
Latilactobacillus sakei;NA;neutral;3;;
Lautropia;contaminant;contaminant;out;;https://en.wikipedia.org/wiki/Lautropia_mirabilis
Lautropia mirabilis;contaminant;contaminant;out;;
Legionella;contaminant;contaminant;out;;
Legionella fallonii;contaminant;contaminant;out;;
Legionella pneumophila;contaminant;contaminant;out;;
Legionella waltersii;contaminant;contaminant;out;;
Leifsonia;aquatic;aquatic;out;;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8442807/
Leisingera;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/leisingera
Lentzea;unknown;unknown;out;;
Leptolyngbya;aquatic;aquatic;out;;https://de.wikipedia.org/wiki/Leptolyngbya
Leptospira;C;neutral;3;;https://de.wikipedia.org/wiki/Leptospira
Leptothrix;aquatic;aquatic;out;;https://de.wikipedia.org/wiki/Leptothrix
Leptothrix cholodnii;aquatic;aquatic;out;;
Leptotrichia;unknown;unknown;out;;
Leucobacter;unknown;neutral;3;;https://microbewiki.kenyon.edu/index.php/Leucobacter
Leuconostoc;C;unknown;out;;
Liberibacter;unknown;unknown;out;;
Lichenicola;unknown;unknown;out;;
Lichenicola cladoniae;unknown;unknown;out;;
Lichenihabitans;C;slightly acidic to neutral;2;;
Lichenihabitans psoromatis;C;slightly acidic to neutral;2;;
Lignipirellula;aquatic;aquatic;out;;https://pubmed.ncbi.nlm.nih.gov/32239303/
Lignipirellula cremea;aquatic;aquatic;out;;
Limnobacter;unknown;unknown;out;;
Limnobacter sp. SAORIC-580;unknown;unknown;out;;
Limnochorda;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/limnochorda
Limnochorda pilosa;aquatic;aquatic;out;;
Limnoglobus;aquatic;aquatic;out;;https://pubmed.ncbi.nlm.nih.gov/31800383/
Limnoglobus roseus;aquatic;aquatic;out;;
Limnohabitans;contaminant;contaminant;out;;
Limnohabitans sp. 103DPR2;contaminant;contaminant;out;;
Limnohabitans sp. 63ED37-2;contaminant;contaminant;out;;
Limosilactobacillus;C;unknown;out;;
Luteibacter;unknown;unknown;out;;
Luteimonas;unknown;unknown;out;;
Luteimonas granuli;unknown;unknown;out;;
Luteimonas sp. YGD11-2;unknown;unknown;out;;
Luteitalea;C;acidic;1;;
Luteitalea pratensis;C;acidic;1;;
Luteitalea sp. TBR-22;C;acidic;1;;
Luteolibacter;unknown;unknown;out;;
Lutibacter;unknown;unknown;out;;
Lysinibacillus;unknown;unknown;out;;
Lysobacter;PGPB;neutral to slightly alkaline;4;;
Lysobacter alkalisoli;PGPB;neutral to slightly alkaline;4;;
Lysobacter antibioticus;PGPB;neutral to slightly alkaline;4;;
Lysobacter arenosi;PGPB;neutral to slightly alkaline;4;;
Lysobacter capsici;PGPB;neutral to slightly alkaline;4;;
Lysobacter enzymogenes;PGPB;neutral to slightly alkaline;4;;
Lysobacter lycopersici;PGPB;neutral to slightly alkaline;4;;
Lysobacter soli;PGPB;neutral to slightly alkaline;4;;
Lysobacter sp. CW239;PGPB;neutral to slightly alkaline;4;;
Lysobacter sp. TY2-98;PGPB;neutral to slightly alkaline;4;;
Magnetospirillum;Fe;unknown;out;;
Magnetospirillum gryphiswaldense;Fe;unknown;out;;
Magnetospirillum magneticum;Fe;unknown;out;;
Magnetospirillum sp. ME-1;Fe;unknown;out;;
Magnetospirillum sp. XM-1;Fe;unknown;out;;
Marichromatium;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/marichromatium
Marichromatium purpuratum;aquatic;aquatic;out;;
Marinicauda;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/marinicauda
Marinicauda algicola;aquatic;aquatic;out;;
Marinobacter;aquatic;aquatic;out;;https://en.wikipedia.org/wiki/Marinobacter
Marinobacterium;aquatic;aquatic;out;;https://en.wikipedia.org/wiki/Marinobacterium
Marisediminicola;unknown;slightly alkaline;4;;
Marisediminicola antarctica;unknown;slightly alkaline;4;;
Martelella;PGPB;unknown;out;;
Massilia;PGPB;slightly acidic;2;;
Massilia antarctica;PGPB;slightly acidic;2;;
Massilia forsythiae;PGPB;slightly acidic;2;;
Massilia oculi;PGPB;slightly acidic;2;;
Massilia putida;PGPB;slightly acidic;2;;
Massilia sp. LPB0304;PGPB;slightly acidic;2;;
Massilia sp. UMI-21;PGPB;slightly acidic;2;;
Massilia sp. WG5;PGPB;slightly acidic;2;;
Massilia sp. YMA4;PGPB;slightly acidic;2;;
Massilia violaceinigra;PGPB;slightly acidic;2;;
Meiothermus;C;slightly alkaline;4;;https://en.wikipedia.org/wiki/Meiothermus
Melaminivora;N;slightly alkaline;4;;
Melaminivora sp. SC2-9;N;slightly alkaline;4;;
Mesorhizobium;N;acidic;1;;
Mesorhizobium amorphae;N;acidic;1;;
Mesorhizobium huakuii;N;acidic;1;;
Mesorhizobium loti;N;acidic;1;;
Mesorhizobium sp. 8;N;acidic;1;;
Mesorhizobium sp. DCY119;N;acidic;1;;
Mesorhizobium sp. Pch-S;N;acidic;1;;
Methylibium;C;neutral;3;;
Methylibium petroleiphilum;C;neutral;3;;
Methylibium sp. Pch-M;C;neutral;3;;
Methylobacillus;C;unknown;out;;
Methylobacillus flagellatus;C;unknown;out;;
Methylobacterium;C;neutral;3;;
Methylobacterium aquaticum;C;neutral;3;;
Methylobacterium brachiatum;C;neutral;3;;
Methylobacterium bullatum;C;neutral;3;;
Methylobacterium mesophilicum;C;neutral;3;;
Methylobacterium nodulans;C;neutral;3;;
Methylobacterium sp. 4-46;C;neutral;3;;
Methylobacterium sp. WL1;C;neutral;3;;
Methylocaldum;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/methylocaldum
Methylocaldum marinum;aquatic;aquatic;out;;
Methyloceanibacter;contaminant;contaminant;out;;
Methyloceanibacter caenitepidi;contaminant;contaminant;out;;
Methyloceanibacter sp. wino2;contaminant;contaminant;out;;
Methylocella;C, N;acidic;1;;
Methylocella silvestris;C, N;acidic;1;;
Methylocella tundrae;C, N;acidic;1;;
Methylococcus;C;slightly acidic;2;;
Methylococcus capsulatus;C;slightly acidic;2;;
Methylococcus geothermalis;C;slightly acidic;2;;
Methylococcus sp. EFPC2;C;slightly acidic;2;;
Methylocystis;C;acidic to slightly alkaline;2;;
Methylocystis bryophila;C;acidic to slightly alkaline;2;;
Methylocystis heyeri;C;acidic to slightly alkaline;2;;
Methylocystis parvus;C;acidic to slightly alkaline;2;;
Methylocystis rosea;C;acidic to slightly alkaline;2;;
Methylocystis sp. SC2;C;acidic to slightly alkaline;2;;
Methyloligella;C;unknown;out;;
Methyloligella sp. GL2;C;unknown;out;;
Methylomonas;C;slightly acidic;2;;
Methylomonas clara;C;slightly acidic;2;;
Methylomonas sp. LL1;C;slightly acidic;2;;
Methylophaga;aquatic;aquatic;out;;https://en.wikipedia.org/wiki/Methylophaga
Methylophilus;C;neutral;3;;
Methylophilus sp. TWE2;C;neutral;3;;
Methylorubrum;C;unknown;out;;
Methylorubrum extorquens;C;unknown;out;;
Methylorubrum populi;C;unknown;out;;
Methylosinus;C;slightly acidic;2;;
Methylosinus sp. C49;C;slightly acidic;2;;
Methylosinus trichosporium;C;slightly acidic;2;;
Methylotenera;C;neutral;3;;
Methylotenera mobilis;C;neutral;3;;
Methylotenera versatilis;C;neutral;3;;
Methylotuvimicrobium;C;alkaline;5;;
Methyloversatilis;C;unknown;out;;https://pubmed.ncbi.nlm.nih.gov/17082383/
Methyloversatilis sp. RAC08;C;unknown;out;;
Methylovirgula;C;acidic;1;;
Methylovirgula ligni;C;acidic;1;;
Methylovorus;C;neutral;3;;
Methylovulum;C;neutral;3;;
Methylovulum psychrotolerans;C;neutral;3;;
Microbacterium;unknown;slightly acidic?;2;;
Microbacterium aurum;unknown;slightly acidic?;2;;
Microbacterium oxydans;unknown;slightly acidic?;2;;
Microbacterium paraoxydans;unknown;slightly acidic?;2;;
Microbacterium sp. No. 7;unknown;slightly acidic?;2;;
Microbacterium sp. PM5;unknown;slightly acidic?;2;;
Microbulbifer;C;unknown;out;;https://en.wikipedia.org/wiki/Microbulbifer
Microcella;aquatic;aquatic;out;;https://lpsn.dsmz.de/genus/microcella
Micrococcus;C;alkaline;5;;
Micrococcus luteus;C;alkaline;5;;
Microcoleus;N;alkaline;5;;
Microcoleus vaginatus;N;alkaline;5;;
Microlunatus;unknown;unknown;out;;
Micromonospora;C;alkaline;5;;
Micromonospora inositola;C;alkaline;5;;
Micropruina;C;neutral;3;;
Microvirga;PGPB;slightly alkaline;4;;
Microvirga ossetica;PGPB;slightly alkaline;4;;
Microvirga sp. VF16;PGPB;slightly alkaline;4;;
